County,Variable,Category,Value,Obesity Risk,R^2
Forsyth,Warehouse Clubs,Environment,0.69,30.1,0.972
Forsyth,Warehouse Clubs,Environment,0.81,27.2,0.972
Forsyth,Warehouse Clubs,Environment,0.43,28.8,0.972
Forsyth,Warehouse Clubs,Environment,0.48,28.8,0.972
Forsyth,Warehouse Clubs,Environment,0.56,26.3,0.972
Forsyth,Warehouse Clubs,Environment,0.7,25.5,0.972
Forsyth,Warehouse Clubs,Environment,0.68,26.6,0.972
Forsyth,Warehouse Clubs,Environment,0.62,27.7,0.972
Forsyth,Warehouse Clubs,Environment,0.84,25.2,0.972
Forsyth,Warehouse Clubs,Environment,0.66,23.6,0.972
Forsyth,Warehouse Clubs,Environment,0.7,25.0,0.972
Forsyth,Warehouse Clubs,Environment,0.59,27.8,0.972
Forsyth,Warehouse Clubs,Environment,0.75,28.3,0.972
Forsyth,Warehouse Clubs,Environment,0.69,26.9,0.972
Forsyth,Warehouse Clubs,Environment,0.63,26.5,0.972
Fayette,Warehouse Clubs,Environment,0.23,38.0,0.91
Fayette,Warehouse Clubs,Environment,0.21,34.4,0.91
Fayette,Warehouse Clubs,Environment,0.36,31.0,0.91
Fayette,Warehouse Clubs,Environment,0.26,33.5,0.91
Fayette,Warehouse Clubs,Environment,0.53,29.3,0.91
Fayette,Warehouse Clubs,Environment,0.49,29.4,0.91
Fayette,Warehouse Clubs,Environment,0.57,29.0,0.91
Fayette,Warehouse Clubs,Environment,0.52,30.4,0.91
Fayette,Warehouse Clubs,Environment,0.31,31.3,0.91
Fayette,Warehouse Clubs,Environment,0.43,32.2,0.91
Fayette,Warehouse Clubs,Environment,0.41,29.5,0.91
Fayette,Warehouse Clubs,Environment,0.58,29.2,0.91
Fayette,Warehouse Clubs,Environment,0.33,33.5,0.91
Fayette,Warehouse Clubs,Environment,0.29,30.8,0.91
Fayette,Warehouse Clubs,Environment,0.42,30.8,0.91
Fayette,Warehouse Clubs,Environment,0.24,34.7,0.91
Fayette,Warehouse Clubs,Environment,0.25,33.4,0.91
Fayette,Warehouse Clubs,Environment,0.21,32.5,0.91
Fayette,Warehouse Clubs,Environment,0.39,30.8,0.91
Fayette,Warehouse Clubs,Environment,0.46,32.2,0.91
Butts,Warehouse Clubs,Environment,0.22,34.6,-0.0
Butts,Warehouse Clubs,Environment,0.14,38.4,-0.0
Butts,Warehouse Clubs,Environment,0.13,37.5,-0.0
Spalding,Warehouse Clubs,Environment,0.17,37.5,-0.0
Spalding,Warehouse Clubs,Environment,0.22,34.1,-0.0
Spalding,Warehouse Clubs,Environment,0.03,47.7,-0.0
Spalding,Warehouse Clubs,Environment,0.02,47.7,-0.0
Spalding,Warehouse Clubs,Environment,0.12,38.4,-0.0
Spalding,Warehouse Clubs,Environment,0.17,34.6,-0.0
Spalding,Warehouse Clubs,Environment,0.06,40.1,-0.0
Spalding,Warehouse Clubs,Environment,0.02,46.9,-0.0
Spalding,Warehouse Clubs,Environment,0.03,43.2,-0.0
Spalding,Warehouse Clubs,Environment,0.15,36.5,-0.0
Spalding,Warehouse Clubs,Environment,0.12,31.9,-0.0
Spalding,Warehouse Clubs,Environment,0.15,36.1,-0.0
Coweta,Warehouse Clubs,Environment,0.21,32.0,0.773
Coweta,Warehouse Clubs,Environment,0.2,31.8,0.773
Coweta,Warehouse Clubs,Environment,0.43,30.6,0.773
Coweta,Warehouse Clubs,Environment,0.35,31.0,0.773
Coweta,Warehouse Clubs,Environment,0.22,35.7,0.773
Coweta,Warehouse Clubs,Environment,0.3,31.8,0.773
Coweta,Warehouse Clubs,Environment,0.67,30.7,0.773
Coweta,Warehouse Clubs,Environment,0.52,30.6,0.773
Coweta,Warehouse Clubs,Environment,0.65,29.4,0.773
Coweta,Warehouse Clubs,Environment,0.4,29.7,0.773
Coweta,Warehouse Clubs,Environment,0.67,29.1,0.773
Coweta,Warehouse Clubs,Environment,0.57,30.8,0.773
Coweta,Warehouse Clubs,Environment,0.48,31.8,0.773
Coweta,Warehouse Clubs,Environment,0.57,30.8,0.773
Coweta,Warehouse Clubs,Environment,0.15,38.9,0.773
Coweta,Warehouse Clubs,Environment,0.47,29.6,0.773
Coweta,Warehouse Clubs,Environment,0.54,30.8,0.773
Coweta,Warehouse Clubs,Environment,0.15,39.0,0.773
Coweta,Warehouse Clubs,Environment,0.32,31.9,0.773
Coweta,Warehouse Clubs,Environment,0.37,31.2,0.773
Barrow,Warehouse Clubs,Environment,0.44,29.9,0.706
Barrow,Warehouse Clubs,Environment,0.28,33.1,0.706
Barrow,Warehouse Clubs,Environment,0.36,30.3,0.706
Barrow,Warehouse Clubs,Environment,0.27,33.6,0.706
Barrow,Warehouse Clubs,Environment,0.21,33.4,0.706
Barrow,Warehouse Clubs,Environment,0.26,32.6,0.706
Barrow,Warehouse Clubs,Environment,0.11,39.5,0.706
Barrow,Warehouse Clubs,Environment,0.15,34.0,0.706
Barrow,Warehouse Clubs,Environment,0.19,35.0,0.706
Barrow,Warehouse Clubs,Environment,0.18,32.6,0.706
Barrow,Warehouse Clubs,Environment,0.23,32.0,0.706
Barrow,Warehouse Clubs,Environment,0.3,32.2,0.706
Barrow,Warehouse Clubs,Environment,0.29,33.6,0.706
Barrow,Warehouse Clubs,Environment,0.36,31.4,0.706
Barrow,Warehouse Clubs,Environment,0.27,34.5,0.706
Barrow,Warehouse Clubs,Environment,0.27,32.4,0.706
Barrow,Warehouse Clubs,Environment,0.24,31.6,0.706
Barrow,Warehouse Clubs,Environment,0.26,32.9,0.706
Carroll,Warehouse Clubs,Environment,0.2,34.7,0.482
Carroll,Warehouse Clubs,Environment,0.28,32.0,0.482
Carroll,Warehouse Clubs,Environment,0.22,33.7,0.482
Carroll,Warehouse Clubs,Environment,0.16,33.1,0.482
Carroll,Warehouse Clubs,Environment,0.13,34.6,0.482
Carroll,Warehouse Clubs,Environment,0.1,33.0,0.482
Carroll,Warehouse Clubs,Environment,0.09,30.7,0.482
Carroll,Warehouse Clubs,Environment,0.06,43.9,0.482
Carroll,Warehouse Clubs,Environment,0.1,32.1,0.482
Carroll,Warehouse Clubs,Environment,0.08,33.4,0.482
Carroll,Warehouse Clubs,Environment,0.25,30.9,0.482
Carroll,Warehouse Clubs,Environment,0.09,35.1,0.482
Carroll,Warehouse Clubs,Environment,0.16,35.1,0.482
Carroll,Warehouse Clubs,Environment,0.1,32.5,0.482
Carroll,Warehouse Clubs,Environment,0.12,32.9,0.482
Carroll,Warehouse Clubs,Environment,0.09,31.0,0.482
Carroll,Warehouse Clubs,Environment,0.09,34.6,0.482
Bartow,Warehouse Clubs,Environment,0.16,30.8,0.498
Bartow,Warehouse Clubs,Environment,0.18,30.6,0.498
Bartow,Warehouse Clubs,Environment,0.18,32.4,0.498
Bartow,Warehouse Clubs,Environment,0.2,31.9,0.498
Bartow,Warehouse Clubs,Environment,0.1,33.4,0.498
Bartow,Warehouse Clubs,Environment,0.18,31.1,0.498
Bartow,Warehouse Clubs,Environment,0.11,34.8,0.498
Bartow,Warehouse Clubs,Environment,0.21,32.9,0.498
Bartow,Warehouse Clubs,Environment,0.13,34.4,0.498
Bartow,Warehouse Clubs,Environment,0.15,33.0,0.498
Bartow,Warehouse Clubs,Environment,0.12,36.9,0.498
Bartow,Warehouse Clubs,Environment,0.15,32.8,0.498
Bartow,Warehouse Clubs,Environment,0.16,32.4,0.498
Bartow,Warehouse Clubs,Environment,0.16,30.8,0.498
Bartow,Warehouse Clubs,Environment,0.2,31.3,0.498
Dawson,Warehouse Clubs,Environment,0.31,30.4,-0.0
Heard,Warehouse Clubs,Environment,0.1,37.1,-0.0
Lamar,Warehouse Clubs,Environment,0.14,33.5,-0.0
Heard,Warehouse Clubs,Environment,0.05,34.0,-0.0
Lamar,Warehouse Clubs,Environment,0.07,35.3,-0.0
Dawson,Warehouse Clubs,Environment,0.27,29.4,-0.0
Dawson,Warehouse Clubs,Environment,0.26,31.3,-0.0
Heard,Warehouse Clubs,Environment,0.06,34.6,-0.0
Lamar,Warehouse Clubs,Environment,0.06,37.8,-0.0
Meriwether,Warehouse Clubs,Environment,0.13,40.2,0.0
Meriwether,Warehouse Clubs,Environment,0.09,38.0,0.0
Meriwether,Warehouse Clubs,Environment,0.17,39.0,0.0
Meriwether,Warehouse Clubs,Environment,0.12,40.8,0.0
Fulton,Medical Distance,Environment,2.7682,22.9,0.999
Hall,Medical Distance,Environment,11.7102,33.5,0.98
Hall,Medical Distance,Environment,8.4535,32.7,0.98
Fulton,Medical Distance,Environment,2.3417,23.4,0.999
Hall,Medical Distance,Environment,11.0384,32.6,0.98
Hall,Medical Distance,Environment,11.4438,32.8,0.98
Hall,Medical Distance,Environment,7.4187,30.8,0.98
Hall,Medical Distance,Environment,5.3788,32.7,0.98
Hall,Medical Distance,Environment,9.8484,26.6,0.98
Hall,Medical Distance,Environment,8.5828,31.0,0.98
Hall,Medical Distance,Environment,8.1103,31.5,0.98
Fulton,Medical Distance,Environment,2.5717,23.3,0.999
Hall,Medical Distance,Environment,4.3345,29.8,0.98
Fulton,Medical Distance,Environment,2.9461,23.1,0.999
Hall,Medical Distance,Environment,3.7341,31.9,0.98
Fulton,Medical Distance,Environment,2.1913,23.0,0.999
Hall,Medical Distance,Environment,4.2514,31.6,0.98
Fulton,Medical Distance,Environment,3.1501,33.0,0.999
Hall,Medical Distance,Environment,5.6578,41.1,0.98
Hall,Medical Distance,Environment,8.4134,36.2,0.98
Hall,Medical Distance,Environment,2.1401,39.4,0.98
Hall,Medical Distance,Environment,1.6019,31.2,0.98
Fulton,Medical Distance,Environment,1.9727,18.5,0.999
Fulton,Medical Distance,Environment,1.7968,18.5,0.999
Hall,Medical Distance,Environment,5.366,31.8,0.98
Hall,Medical Distance,Environment,1.6245,41.0,0.98
Hall,Medical Distance,Environment,4.6992,31.0,0.98
Fulton,Medical Distance,Environment,2.2257,23.2,0.999
Hall,Medical Distance,Environment,1.4721,42.3,0.98
Hall,Medical Distance,Environment,2.592,37.8,0.98
Fulton,Medical Distance,Environment,1.6978,22.9,0.999
Hall,Medical Distance,Environment,5.5038,36.9,0.98
Fulton,Medical Distance,Environment,1.7909,22.1,0.999
Hall,Medical Distance,Environment,6.8806,38.8,0.98
Fulton,Medical Distance,Environment,1.673,25.2,0.999
Hall,Medical Distance,Environment,4.757,32.8,0.98
Hall,Medical Distance,Environment,5.5691,32.1,0.98
Fulton,Medical Distance,Environment,2.43,21.4,0.999
Hall,Medical Distance,Environment,5.3171,31.1,0.98
Hall,Medical Distance,Environment,4.0328,32.3,0.98
Hall,Medical Distance,Environment,4.6831,34.4,0.98
Fulton,Medical Distance,Environment,2.9941,25.2,0.999
Hall,Medical Distance,Environment,7.8528,31.9,0.98
Hall,Medical Distance,Environment,7.9149,29.3,0.98
Fulton,Medical Distance,Environment,2.521,22.4,0.999
Hall,Medical Distance,Environment,4.7358,31.6,0.98
Hall,Medical Distance,Environment,5.2809,30.5,0.98
Hall,Medical Distance,Environment,4.439,30.6,0.98
Hall,Medical Distance,Environment,5.6351,30.8,0.98
Hall,Medical Distance,Environment,5.4613,31.4,0.98
Hall,Medical Distance,Environment,5.19,28.6,0.98
Fulton,Medical Distance,Environment,2.1505,27.2,0.999
Fulton,Medical Distance,Environment,1.3705,30.4,0.999
Fulton,Medical Distance,Environment,2.4658,26.4,0.999
Fulton,Medical Distance,Environment,3.0962,38.1,0.999
Fulton,Medical Distance,Environment,2.2247,44.0,0.999
Fulton,Medical Distance,Environment,3.1467,42.4,0.999
Fulton,Medical Distance,Environment,2.5964,42.4,0.999
Fulton,Medical Distance,Environment,3.3578,42.2,0.999
Fulton,Medical Distance,Environment,2.0138,27.4,0.999
Fulton,Medical Distance,Environment,1.5863,28.5,0.999
Fulton,Medical Distance,Environment,2.3613,22.9,0.999
Fulton,Medical Distance,Environment,2.0612,28.2,0.999
Fulton,Medical Distance,Environment,1.7428,23.3,0.999
Fulton,Medical Distance,Environment,32.3786,39.4,0.999
Fulton,Medical Distance,Environment,2.6209,35.4,0.999
Fulton,Medical Distance,Environment,2.1944,29.6,0.999
Fulton,Medical Distance,Environment,2.5509,42.3,0.999
Fulton,Medical Distance,Environment,3.5885,41.6,0.999
Fulton,Medical Distance,Environment,3.3957,37.7,0.999
Fulton,Medical Distance,Environment,3.2657,41.8,0.999
Fulton,Medical Distance,Environment,2.7691,31.4,0.999
Fulton,Medical Distance,Environment,3.2588,42.6,0.999
Fulton,Medical Distance,Environment,2.3662,41.5,0.999
Fulton,Medical Distance,Environment,2.2349,30.5,0.999
Fulton,Medical Distance,Environment,2.1336,24.6,0.999
Fulton,Medical Distance,Environment,1.6364,26.7,0.999
Fulton,Medical Distance,Environment,1.7619,26.7,0.999
Fulton,Medical Distance,Environment,2.8395,37.1,0.999
Fulton,Medical Distance,Environment,3.716,43.4,0.999
Fulton,Medical Distance,Environment,3.5282,42.1,0.999
Fulton,Medical Distance,Environment,3.5425,37.7,0.999
Fulton,Medical Distance,Environment,3.4088,40.2,0.999
Fulton,Medical Distance,Environment,3.5764,43.4,0.999
Fulton,Medical Distance,Environment,3.3116,41.7,0.999
Fulton,Medical Distance,Environment,3.607,42.2,0.999
Fulton,Medical Distance,Environment,3.5522,39.8,0.999
Fulton,Medical Distance,Environment,4.0023,39.4,0.999
Fulton,Medical Distance,Environment,4.467,39.0,0.999
Fulton,Medical Distance,Environment,3.845,45.5,0.999
Fulton,Medical Distance,Environment,4.8188,40.7,0.999
Fulton,Medical Distance,Environment,1.9939,39.6,0.999
Fulton,Medical Distance,Environment,3.6501,47.3,0.999
Fulton,Medical Distance,Environment,3.0836,32.2,0.999
Fulton,Medical Distance,Environment,4.3574,44.7,0.999
Fulton,Medical Distance,Environment,4.8374,38.5,0.999
Fulton,Medical Distance,Environment,4.2839,43.8,0.999
Fulton,Medical Distance,Environment,6.3327,43.5,0.999
Fulton,Medical Distance,Environment,5.5324,41.7,0.999
Fulton,Medical Distance,Environment,4.1978,44.2,0.999
Fulton,Medical Distance,Environment,4.355,43.3,0.999
Fulton,Medical Distance,Environment,4.3496,42.5,0.999
Fulton,Medical Distance,Environment,4.3319,46.9,0.999
Fulton,Medical Distance,Environment,3.7585,45.6,0.999
Fulton,Medical Distance,Environment,5.6046,39.3,0.999
Fulton,Medical Distance,Environment,4.503,40.5,0.999
Fulton,Medical Distance,Environment,4.7503,40.7,0.999
Fulton,Medical Distance,Environment,6.6394,38.8,0.999
Fulton,Medical Distance,Environment,6.8161,39.6,0.999
Fulton,Medical Distance,Environment,7.812,39.7,0.999
Fulton,Medical Distance,Environment,5.7857,39.0,0.999
Fulton,Medical Distance,Environment,5.0659,43.3,0.999
Fulton,Medical Distance,Environment,4.7961,47.4,0.999
Fulton,Medical Distance,Environment,5.3349,34.3,0.999
Fulton,Medical Distance,Environment,4.4205,40.2,0.999
Fulton,Medical Distance,Environment,3.7584,39.4,0.999
Fulton,Medical Distance,Environment,4.6785,41.4,0.999
Fulton,Medical Distance,Environment,5.5314,40.7,0.999
Fulton,Medical Distance,Environment,6.8565,42.5,0.999
Fulton,Medical Distance,Environment,4.0724,45.5,0.999
Fulton,Medical Distance,Environment,3.7669,41.1,0.999
Fulton,Medical Distance,Environment,3.1186,42.2,0.999
Fulton,Medical Distance,Environment,3.6269,40.9,0.999
Fulton,Medical Distance,Environment,4.6735,44.4,0.999
Fulton,Medical Distance,Environment,13.3714,40.7,0.999
Fulton,Medical Distance,Environment,5.2786,39.6,0.999
Fulton,Medical Distance,Environment,4.7362,26.6,0.999
Fulton,Medical Distance,Environment,3.3117,23.0,0.999
Fulton,Medical Distance,Environment,4.777,30.0,0.999
Fulton,Medical Distance,Environment,3.732,22.4,0.999
Fulton,Medical Distance,Environment,2.5826,21.5,0.999
Fulton,Medical Distance,Environment,3.389,24.1,0.999
Fulton,Medical Distance,Environment,2.5449,25.3,0.999
Fulton,Medical Distance,Environment,2.9569,25.7,0.999
Fulton,Medical Distance,Environment,2.7096,24.5,0.999
Fulton,Medical Distance,Environment,3.3189,23.8,0.999
Fulton,Medical Distance,Environment,3.1168,24.0,0.999
Fulton,Medical Distance,Environment,2.8606,22.4,0.999
Fulton,Medical Distance,Environment,2.3283,22.5,0.999
Fulton,Medical Distance,Environment,3.7316,24.4,0.999
Fulton,Medical Distance,Environment,3.9717,21.4,0.999
Fulton,Medical Distance,Environment,4.1116,22.1,0.999
Fulton,Medical Distance,Environment,3.2968,23.3,0.999
Fulton,Medical Distance,Environment,3.5645,23.4,0.999
Fulton,Medical Distance,Environment,3.3545,22.1,0.999
Fulton,Medical Distance,Environment,3.1724,22.3,0.999
Fulton,Medical Distance,Environment,3.3235,22.2,0.999
Fulton,Medical Distance,Environment,3.2411,23.4,0.999
Fulton,Medical Distance,Environment,3.5926,21.7,0.999
Haralson,Medical Distance,Environment,14.5053,35.8,-0.0
Jasper,Medical Distance,Environment,18.4968,35.5,-0.0
Pike,Medical Distance,Environment,9.2019,33.6,-0.0
Fulton,Medical Distance,Environment,4.783,26.4,0.999
Fulton,Medical Distance,Environment,4.4806,23.8,0.999
Fulton,Medical Distance,Environment,4.9131,24.1,0.999
Fulton,Medical Distance,Environment,2.6695,23.9,0.999
Fulton,Medical Distance,Environment,2.867,27.0,0.999
Fulton,Medical Distance,Environment,2.7411,24.8,0.999
Fulton,Medical Distance,Environment,3.266,23.1,0.999
Fulton,Medical Distance,Environment,5.1511,29.2,0.999
Fulton,Medical Distance,Environment,4.2255,31.7,0.999
Fulton,Medical Distance,Environment,5.1391,31.0,0.999
Fulton,Medical Distance,Environment,5.772,27.7,0.999
Fulton,Medical Distance,Environment,2.9485,20.6,0.999
Fulton,Medical Distance,Environment,2.8105,21.2,0.999
Fulton,Medical Distance,Environment,3.0146,25.3,0.999
Haralson,Medical Distance,Environment,19.5303,33.1,-0.0
Jasper,Medical Distance,Environment,15.6984,34.9,-0.0
Pike,Medical Distance,Environment,11.6508,32.9,-0.0
Fulton,Medical Distance,Environment,3.9624,23.0,0.999
Fulton,Medical Distance,Environment,3.2893,24.0,0.999
Fulton,Medical Distance,Environment,3.382,23.1,0.999
Fulton,Medical Distance,Environment,4.9549,25.4,0.999
Fulton,Medical Distance,Environment,5.0779,27.4,0.999
Fulton,Medical Distance,Environment,2.8779,24.9,0.999
Fulton,Medical Distance,Environment,3.1269,23.5,0.999
Fulton,Medical Distance,Environment,2.5487,30.5,0.999
Pike,Medical Distance,Environment,17.1478,34.0,-0.0
Fulton,Medical Distance,Environment,10.7103,33.3,0.999
Haralson,Medical Distance,Environment,9.7136,35.5,-0.0
Haralson,Medical Distance,Environment,14.1428,34.0,-0.0
Fulton,Medical Distance,Environment,8.7012,35.3,0.999
Fulton,Medical Distance,Environment,8.4579,34.5,0.999
Fulton,Medical Distance,Environment,11.2173,33.9,0.999
Haralson,Medical Distance,Environment,13.2408,34.5,-0.0
Pike,Medical Distance,Environment,14.9707,32.3,-0.0
Jasper,Medical Distance,Environment,24.5975,36.6,-0.0
Fulton,Medical Distance,Environment,5.4638,38.7,0.999
Fulton,Medical Distance,Environment,5.8798,36.5,0.999
Fulton,Medical Distance,Environment,7.8676,35.8,0.999
Fulton,Medical Distance,Environment,7.5071,37.5,0.999
Fulton,Medical Distance,Environment,6.0388,39.0,0.999
Fulton,Medical Distance,Environment,7.2352,37.7,0.999
Fulton,Medical Distance,Environment,11.0562,34.6,0.999
Fulton,Medical Distance,Environment,6.3579,33.4,0.999
Fulton,Medical Distance,Environment,5.9775,37.3,0.999
Fulton,Medical Distance,Environment,6.5014,40.0,0.999
Fulton,Medical Distance,Environment,6.355,39.6,0.999
Fulton,Medical Distance,Environment,6.8126,39.2,0.999
Fulton,Medical Distance,Environment,5.4063,33.2,0.999
Fulton,Medical Distance,Environment,4.1931,42.8,0.999
Fulton,Medical Distance,Environment,4.8701,33.6,0.999
Fulton,Medical Distance,Environment,5.2564,39.9,0.999
Fulton,Medical Distance,Environment,5.44,36.4,0.999
Fulton,Medical Distance,Environment,5.3296,36.4,0.999
Fulton,Medical Distance,Environment,4.7479,35.9,0.999
Fulton,Medical Distance,Environment,5.3104,39.7,0.999
Fulton,Medical Distance,Environment,6.235,39.4,0.999
Fulton,Medical Distance,Environment,4.108,27.0,0.999
Fulton,Medical Distance,Environment,4.0353,25.9,0.999
Fulton,Medical Distance,Environment,3.3106,26.5,0.999
Fulton,Medical Distance,Environment,3.3862,26.1,0.999
Fulton,Medical Distance,Environment,4.3632,27.4,0.999
Fulton,Medical Distance,Environment,3.0552,23.7,0.999
Fulton,Medical Distance,Environment,3.8955,24.4,0.999
Fulton,Medical Distance,Environment,4.4846,24.2,0.999
Fulton,Medical Distance,Environment,3.5939,23.8,0.999
Fulton,Medical Distance,Environment,3.0456,35.9,0.999
Fulton,Medical Distance,Environment,3.1714,31.3,0.999
Fulton,Medical Distance,Environment,3.9859,25.9,0.999
Fulton,Medical Distance,Environment,3.491,24.4,0.999
Fulton,Medical Distance,Environment,4.1881,25.2,0.999
Fulton,Medical Distance,Environment,4.3719,23.0,0.999
Fulton,Medical Distance,Environment,3.9746,25.6,0.999
Fulton,Medical Distance,Environment,3.9613,24.9,0.999
Fulton,Medical Distance,Environment,5.1968,23.2,0.999
Fulton,Medical Distance,Environment,6.033,24.2,0.999
Fulton,Medical Distance,Environment,3.6934,24.8,0.999
Fulton,Medical Distance,Environment,4.7717,23.7,0.999
Fulton,Medical Distance,Environment,2.4392,24.2,0.999
Fulton,Medical Distance,Environment,3.0432,26.0,0.999
Fulton,Medical Distance,Environment,4.2619,23.0,0.999
Fulton,Medical Distance,Environment,4.2633,24.5,0.999
Fulton,Medical Distance,Environment,2.4688,25.4,0.999
Fulton,Medical Distance,Environment,3.0016,24.0,0.999
Fulton,Medical Distance,Environment,1.5718,23.5,0.999
Fulton,Medical Distance,Environment,3.41,24.0,0.999
Fulton,Medical Distance,Environment,2.4551,23.1,0.999
Fulton,Medical Distance,Environment,2.5444,22.5,0.999
Fulton,Medical Distance,Environment,3.6081,23.6,0.999
Fulton,Medical Distance,Environment,2.7939,24.0,0.999
Fulton,Medical Distance,Environment,4.4651,20.6,0.999
Fulton,Medical Distance,Environment,4.7211,21.6,0.999
Fulton,Medical Distance,Environment,3.9107,23.6,0.999
Fulton,Medical Distance,Environment,4.2814,22.3,0.999
Fulton,Medical Distance,Environment,5.218,23.2,0.999
Fulton,Medical Distance,Environment,2.2215,32.7,0.999
Fulton,Medical Distance,Environment,1.9804,33.4,0.999
Fulton,Medical Distance,Environment,3.0318,44.3,0.999
Fulton,Medical Distance,Environment,7.2324,34.1,0.999
DeKalb,Medical Distance,Environment,2.9398,24.5,0.995
DeKalb,Medical Distance,Environment,3.2917,24.0,0.995
DeKalb,Medical Distance,Environment,3.1503,25.8,0.995
DeKalb,Medical Distance,Environment,2.8154,24.1,0.995
DeKalb,Medical Distance,Environment,2.8336,31.7,0.995
DeKalb,Medical Distance,Environment,2.8483,33.3,0.995
DeKalb,Medical Distance,Environment,3.2733,30.2,0.995
DeKalb,Medical Distance,Environment,3.4844,28.4,0.995
DeKalb,Medical Distance,Environment,3.5205,34.5,0.995
DeKalb,Medical Distance,Environment,3.2148,31.3,0.995
DeKalb,Medical Distance,Environment,2.5522,25.6,0.995
DeKalb,Medical Distance,Environment,3.5331,23.5,0.995
DeKalb,Medical Distance,Environment,2.7139,23.6,0.995
DeKalb,Medical Distance,Environment,1.363,38.4,0.995
DeKalb,Medical Distance,Environment,3.4717,25.3,0.995
DeKalb,Medical Distance,Environment,2.9321,23.9,0.995
DeKalb,Medical Distance,Environment,2.7295,23.7,0.995
DeKalb,Medical Distance,Environment,4.2103,24.5,0.995
DeKalb,Medical Distance,Environment,2.5351,24.1,0.995
DeKalb,Medical Distance,Environment,2.9531,24.4,0.995
DeKalb,Medical Distance,Environment,2.6141,20.9,0.995
DeKalb,Medical Distance,Environment,2.9326,21.5,0.995
DeKalb,Medical Distance,Environment,3.5457,25.4,0.995
DeKalb,Medical Distance,Environment,3.1442,26.7,0.995
DeKalb,Medical Distance,Environment,4.0527,32.7,0.995
DeKalb,Medical Distance,Environment,3.9415,33.5,0.995
DeKalb,Medical Distance,Environment,4.743,32.8,0.995
DeKalb,Medical Distance,Environment,4.3046,31.6,0.995
DeKalb,Medical Distance,Environment,3.8078,28.2,0.995
DeKalb,Medical Distance,Environment,2.9903,32.3,0.995
DeKalb,Medical Distance,Environment,2.9174,24.1,0.995
DeKalb,Medical Distance,Environment,2.9857,34.8,0.995
DeKalb,Medical Distance,Environment,2.893,31.8,0.995
DeKalb,Medical Distance,Environment,3.1676,21.9,0.995
DeKalb,Medical Distance,Environment,3.1517,23.9,0.995
DeKalb,Medical Distance,Environment,1.2097,34.6,0.995
DeKalb,Medical Distance,Environment,2.1865,33.1,0.995
DeKalb,Medical Distance,Environment,2.7162,23.6,0.995
DeKalb,Medical Distance,Environment,1.6615,27.5,0.995
DeKalb,Medical Distance,Environment,1.9972,33.6,0.995
DeKalb,Medical Distance,Environment,3.288,24.6,0.995
DeKalb,Medical Distance,Environment,3.701,26.3,0.995
DeKalb,Medical Distance,Environment,2.7334,21.0,0.995
DeKalb,Medical Distance,Environment,3.149,24.9,0.995
DeKalb,Medical Distance,Environment,2.9211,24.5,0.995
DeKalb,Medical Distance,Environment,3.4618,23.1,0.995
DeKalb,Medical Distance,Environment,3.8944,27.3,0.995
DeKalb,Medical Distance,Environment,3.6106,23.4,0.995
DeKalb,Medical Distance,Environment,3.7685,25.9,0.995
DeKalb,Medical Distance,Environment,4.4344,29.7,0.995
DeKalb,Medical Distance,Environment,3.9925,24.8,0.995
DeKalb,Medical Distance,Environment,3.6929,28.9,0.995
DeKalb,Medical Distance,Environment,4.1901,31.0,0.995
DeKalb,Medical Distance,Environment,3.8743,29.1,0.995
DeKalb,Medical Distance,Environment,4.0537,26.8,0.995
DeKalb,Medical Distance,Environment,4.4731,25.6,0.995
DeKalb,Medical Distance,Environment,3.8869,28.7,0.995
DeKalb,Medical Distance,Environment,6.4391,34.8,0.995
DeKalb,Medical Distance,Environment,5.7505,35.3,0.995
DeKalb,Medical Distance,Environment,5.5804,37.2,0.995
DeKalb,Medical Distance,Environment,6.7264,35.2,0.995
DeKalb,Medical Distance,Environment,4.8778,40.9,0.995
DeKalb,Medical Distance,Environment,5.3333,40.7,0.995
DeKalb,Medical Distance,Environment,4.4265,37.6,0.995
DeKalb,Medical Distance,Environment,5.0035,42.7,0.995
DeKalb,Medical Distance,Environment,5.4707,26.7,0.995
DeKalb,Medical Distance,Environment,5.6495,39.4,0.995
DeKalb,Medical Distance,Environment,3.8366,28.2,0.995
DeKalb,Medical Distance,Environment,3.402,34.5,0.995
DeKalb,Medical Distance,Environment,3.7775,36.2,0.995
DeKalb,Medical Distance,Environment,3.2834,38.3,0.995
DeKalb,Medical Distance,Environment,3.6873,39.0,0.995
DeKalb,Medical Distance,Environment,3.0661,40.7,0.995
DeKalb,Medical Distance,Environment,2.9551,32.0,0.995
DeKalb,Medical Distance,Environment,3.6058,37.1,0.995
DeKalb,Medical Distance,Environment,3.7355,24.5,0.995
DeKalb,Medical Distance,Environment,3.0461,26.4,0.995
DeKalb,Medical Distance,Environment,1.7916,24.7,0.995
DeKalb,Medical Distance,Environment,2.8616,25.3,0.995
DeKalb,Medical Distance,Environment,2.8288,23.3,0.995
DeKalb,Medical Distance,Environment,1.1849,20.6,0.995
DeKalb,Medical Distance,Environment,2.5587,23.1,0.995
DeKalb,Medical Distance,Environment,2.1563,28.3,0.995
DeKalb,Medical Distance,Environment,1.3238,24.4,0.995
DeKalb,Medical Distance,Environment,2.6961,26.8,0.995
DeKalb,Medical Distance,Environment,2.2043,25.5,0.995
DeKalb,Medical Distance,Environment,2.8857,27.9,0.995
